"Time","L1","L2","L3"
2024-06-07 08:13:00,1.88 K,1.42 K,1.37 K
2024-06-07 08:14:00,1.89 K,1.43 K,1.37 K
2024-06-07 08:15:00,1.91 K,1.43 K,1.38 K
2024-06-07 08:16:00,1.88 K,1.42 K,1.37 K
2024-06-07 08:17:00,1.87 K,1.41 K,1.36 K
2024-06-07 08:18:00,1.88 K,1.40 K,1.35 K
2024-06-07 08:19:00,1.86 K,1.41 K,1.36 K
2024-06-07 08:20:00,1.87 K,1.40 K,1.35 K
2024-06-07 08:21:00,553,0.317,-0.387
2024-06-07 08:22:00,544,0.332,-0.377
2024-06-07 08:23:00,548,0.314,-0.376
2024-06-07 08:24:00,2.43 K,2.16 K,2.02 K
2024-06-07 08:25:00,2.21 K,1.94 K,1.83 K
2024-06-07 08:26:00,2.45 K,1.75 K,1.66 K
2024-06-07 08:27:00,2.51 K,1.81 K,1.75 K
2024-06-07 08:28:00,2.46 K,1.69 K,1.69 K
2024-06-07 08:29:00,2.36 K,1.58 K,1.61 K
